serial_number;product_model;purchase_date;registration_date;country;source_note
R1414045;MeoStar R2 2.5-15x56 RD;2015-01-05;2015-01-12;gm;MSO ROW
R1408566;MeoStar R2 2.5-15x56 RD;2014-12-13;2015-01-12;nl;MSO ROW
10013;MeoStar S1 75 Straight / Přímý;2015-01-09;2015-01-12;gm;MSO ROW
R1415248;MeoStar R2 2.5-15x56 RD;2014-12-19;2015-01-12;pl;MSO ROW
R1322800;MeoStar R2 2.5-15x56 RD;2015-01-05;2015-01-12;da;MSO ROW
R1405118;MeoStar R2 1-6x24 RD;2014-12-30;2015-01-13;sw;MSO ROW
R1300476;Artemis 2100 3-12x50 RD;2015-01-09;2015-01-13;lh;MSO ROW
R1422345;MeoStar R1 1,5-6x42 RD;2015-01-13;2015-01-13;ro;MSO ROW
R1418729;MeoStar R2 2.5-15x56 RD;2014-12-27;2015-01-13;gm;MSO ROW
R1423786;R1r 3-12x56 RGD;2015-01-13;2015-01-13;lo;MSO ROW
R1411564;MeoStar R2 1-6x24 RD;2015-01-13;2015-01-13;sw;MSO ROW
140644;MeoSight II 30;2015-01-13;2015-01-13;fi;MSO ROW
R1413418;MeoStar R2 1-6x24 RD;2015-01-08;2015-01-13;sw;MSO ROW
R1422978;MeoStar R1r 3-12x56 RD;2015-01-12;2015-01-13;pl;MSO ROW
R1423032;MeoStar R1r 3-12x56 RD;2015-01-13;2015-01-13;lo;MSO ROW
R1419467;MeoStar R1 3-12x56 RD;2015-01-14;2015-01-14;gm;MSO ROW
R1315096;MeoStar R1r 3-12x56;2015-01-14;2015-01-14;lo;MSO ROW
R1421323;MeoStar R1r 3-12x56 RD;2015-01-14;2015-01-14;fi;MSO ROW
R1413764;MeoStar R2 2.5-15x56 RD;2014-12-18;2015-01-15;sw;MSO ROW
R1417745;MeoStar R2 1-6x24 RD;2015-01-15;2015-01-15;sw;MSO ROW
R1425604;MeoStar R2 2-12x50 RD;2015-01-08;2015-01-15;sw;MSO ROW
R1420402;MeoStar R1 1,5-6x42 RD;2015-01-14;2015-01-15;sw;MSO ROW
R1416323;MeoStar R1r 3-12x56 RD;2015-01-14;2015-01-16;au;MSO ROW
R1400392;MeoStar R2 2.5-15x56 RD;2015-01-16;2015-01-16;no;MSO ROW
R1424346;MeoStar R1r 3-12x56 RD;2015-01-01;2015-01-16;da;MSO ROW
R1408375;MeoStar R1 1,5-6x42 RD;2015-01-16;2015-01-16;bu;MSO ROW
R1417063;MeoStar R2 2.5-15x56 RD;2015-01-16;2015-01-17;gm;MSO ROW
20031;MeoStar S1 75 HD Angled / Šikmý;2015-01-14;2015-01-17;gm;MSO ROW
R1418702;MeoStar R2 2.5-15x56 RD;2014-12-29;2015-01-17;gm;MSO ROW
R1408385;MeoStar R1 1,5-6x42 RD;2015-01-09;2015-01-17;;MSO ROW
R1403363;MeoStar R2 2.5-15x56 RD;2015-01-16;2015-01-17;;MSO ROW
R1424219;MeoStar R1r 3-12x56 RD;2014-12-23;2015-01-18;lo;MSO ROW
144489;MeoStar B1 8x56;2015-01-12;2015-01-18;gm;MSO ROW
S1400389;MeoStar S2 82 HD Angled / Šikmý;2015-01-17;2015-01-18;gm;MSO ROW
R1211723;ZD 6-24x56;2014-12-21;2015-01-18;sw;MSO ROW
R1424292;MeoStar R1r 3-12x56 RD;2015-01-15;2015-01-18;lo;MSO ROW
R1211723;ZD 6-24x56;2014-12-21;2015-01-18;sw;MSO ROW
R1425757;MeoStar R1r 3-12x56 RD;2015-01-08;2015-01-19;gm;MSO ROW
R1418970;MeoStar R1 1-4x22 RD;2015-01-16;2015-01-19;pl;MSO ROW
R1425536;MeoStar R2 2-12x50 RD;2015-01-08;2015-01-19;sw;MSO ROW
R1426590;MeoStar R2 2.5-15x56 RD;2015-01-14;2015-01-19;gm;MSO ROW
R1423186;MeoStar R2 2-12x50 RD;2015-01-19;2015-01-19;ro;MSO ROW
R1405838;MeoStar R1 4-16x44 Tactic;2015-01-19;2015-01-19;uk;MSO ROW
R1418802;MeoStar R2 2.5-15x56 RD;2015-01-07;2015-01-20;gm;MSO ROW
R1419287;MeoStar R1r 3-12x56 RD;2015-01-16;2015-01-20;pl;MSO ROW
R1410493;MeoStar R1r 3-12x56 RD;2014-12-22;2015-01-20;pl;MSO ROW
144553;MeoStar B1 8x56;2015-01-18;2015-01-20;gm;MSO ROW
R1417115;MeoStar R2 2.5-15x56 RD;2014-12-29;2015-01-20;gm;MSO ROW
145506;MeoStar B1 8x56;2015-01-13;2015-01-21;lo;MSO ROW
R1426183;MeoStar R1 1,5-6x42 RD;2015-01-13;2015-01-21;lo;MSO ROW
R1412996;MeoStar R2 2.5-15x56 RD;2015-01-21;2015-01-21;;MSO ROW
R1421891;MeoStar R2 2.5-15x56 RD;2015-01-12;2015-01-21;gm;MSO ROW
R1424361;MeoStar R1r 3-12x56 RD;2015-01-20;2015-01-22;pl;MSO ROW
R1412942;MeoStar R2 2.5-15x56 RD;2015-01-15;2015-01-22;au;MSO ROW
R1407289;MeoStar R1 1-4x22 RD;2015-01-08;2015-01-22;gm;MSO ROW
R1407987;Artemis 2000 1,5-6x42;2015-01-22;2015-01-22;no;MSO ROW
R1424218;MeoStar R1r 3-12x56 RD;2014-12-23;2015-01-22;gm;MSO ROW
R1419971;MeoStar R2 1-6x24 RD;2015-01-15;2015-01-22;gm;MSO ROW
R1424603;MeoStar R1r 3-12x56 RD;2015-01-20;2015-01-22;gm;MSO ROW
R1424354;MeoStar R1r 3-12x56 RD;2015-01-22;2015-01-23;fi;MSO ROW
R1422995;MeoStar R1r 3-12x56 RD;2014-12-29;2015-01-23;gm;MSO ROW
R1412916;MeoStar R2 2.5-15x56 RD;2015-01-23;2015-01-23;;MSO ROW
R1310814;MeoStar R1 3-12x56 RD;2015-01-10;2015-01-23;no;MSO ROW
R1427144;MeoStar R1r 3-12x56 RD;2015-01-23;2015-01-23;sw;MSO ROW
R1426293;Artemis 2100 7x50 RD;2015-01-23;2015-01-23;lo;MSO ROW
R1406854;MeoStar R2 2.5-15x56 RD;2015-01-23;2015-01-23;sw;MSO ROW
R1424412;MeoStar R1r 3-12x56 RD;2015-01-24;2015-01-24;pl;MSO ROW
R1300471;Artemis 2100 3-12x50 RD;2015-01-14;2015-01-24;au;MSO ROW
R1422996;MeoStar R1r 3-12x56 RD;2015-01-23;2015-01-24;gm;MSO ROW
140243;MeoStar B1 8x56;2014-12-27;2015-01-24;;MSO ROW
501665;MeoStar B1 7x42;2015-01-23;2015-01-24;gm;MSO ROW
R1422202;MeoStar R2 2-12x50 RD;2015-01-21;2015-01-24;sw;MSO ROW
R1427096;MeoStar R1r 3-12x56 RD;2015-01-22;2015-01-25;pl;MSO ROW
R1412880;MeoStar R2 2.5-15x56 RD;2015-01-21;2015-01-25;pl;MSO ROW
R1421469;MeoStar R1 1,5-6x42 RD;2015-01-24;2015-01-26;lo;MSO ROW
R1421469;MeoStar R1 1,5-6x42 RD;2015-01-24;2015-01-26;lo;MSO ROW
R1424305;MeoStar R1r 3-12x56 RD;2015-01-26;2015-01-26;pl;MSO ROW
R1417745;MeoStar R2 1-6x24 RD;2015-01-14;2015-01-26;sw;MSO ROW
R1410456;MeoStar R1r 3-12x56 RD;2015-01-26;2015-01-26;lo;MSO ROW
R1410456;MeoStar R1r 3-12x56 RD;2015-01-26;2015-01-26;lo;MSO ROW
R1426586;MeoStar R2 2.5-15x56 RD;2015-01-27;2015-01-27;gm;MSO ROW
R1315194;R1r 3-12x56 RGD;2015-01-26;2015-01-27;fi;MSO ROW
R1425161;MeoStar R2 1.7-10x42 RD;2015-01-20;2015-01-27;sw;MSO ROW
R1423019;MeoStar R1r 3-12x56 RD;2015-01-23;2015-01-27;pl;MSO ROW
R1318472;MeoStar R2 1-6x24 RD;2015-01-19;2015-01-28;rs;MSO ROW
R1314308;MeoStar R1r 3-12x56;2015-01-17;2015-01-28;no;MSO ROW
R1423611;MeoStar R2 2.5-15x56 RD;2015-01-28;2015-01-28;gm;MSO ROW
R1420908;MeoStar R2 1-6x24 RD;2015-01-29;2015-01-29;no;MSO ROW
O4O9OO49;MeoStar R1 1-4x22;2015-01-25;2015-01-29;sp;MSO ROW
R1425550;MeoStar R2 2-12x50 RD;2014-12-30;2015-01-29;sz;MSO ROW
R1423056;MeoStar R1r 3-12x56 RD;2015-01-29;2015-01-29;hu;MSO ROW
R1416342;MeoStar R1r 3-12x56 RD;2015-01-27;2015-01-29;gm;MSO ROW
R1420309;MeoStar R1r 3-12x56 RD/MR;2015-01-05;2015-01-29;gm;MSO ROW
R1413826;MeoStar R2 2.5-15x56 RD;0000-00-00;2015-01-29;pl;MSO ROW
R1418599;MeoStar R2 1.7-10x42 RD;2015-01-14;2015-01-29;sw;MSO ROW
145057;MeoStar B1 8x56;2015-01-26;2015-01-29;gm;MSO ROW
30206;MeoStar S1 75 HD Angled / Šikmý;2015-01-29;2015-01-30;sz;MSO ROW
30168;TGA 75;2015-01-29;2015-01-30;sz;MSO ROW
B142011;MeoStar B1 8x42;2015-01-29;2015-01-30;sz;MSO ROW
R1218521;MeoStar R1 1-4x22 RD;2014-12-31;2015-01-30;sw;MSO ROW
R1408250;MeoStar R2 2.5-15x56 RD;2015-01-29;2015-01-30;fi;MSO ROW
R1415211;MeoStar R2 2.5-15x56 RD;2015-01-24;2015-01-30;gm;MSO ROW
R1424424;MeoStar R1r 3-12x56;2015-01-29;2015-01-30;pl;MSO ROW
R1405961;MeoStar R2 1-6x24 RD;2015-01-30;2015-01-30;fi;MSO ROW
R1315115;MeoStar R1r 3-12x56;2015-01-23;2015-01-30;fi;MSO ROW
R1312864;MeoStar R1r 3-12x56 RD;2015-01-30;2015-01-31;fi;MSO ROW
R1417129;MeoStar R2 2.5-15x56 RD;2015-01-30;2015-01-31;gm;MSO ROW
R1420694;MeoStar R1 1-4x22 RD;2015-01-29;2015-01-31;sw;MSO ROW
145501;MeoStar B1 8x56;2015-01-03;2015-02-01;gm;MSO ROW
S1400497;MeoStar S2 82 HD Angled / Šikmý;2015-02-01;2015-02-01;gm;MSO ROW
144501;MeoStar B1 10x42 HD;2015-01-05;2015-02-01;gm;MSO ROW
R1008748;ZD 1-4x22;2015-01-31;2015-02-01;no;MSO ROW
R1422665;MeoStar R2 1.7-10x42 RD;2015-01-05;2015-02-02;sw;MSO ROW
30184;MeoStar S1 75 Angled / Šikmý;2015-01-31;2015-02-02;gm;MSO ROW
40034;MeoStar S1 75 Angled / Šikmý;2015-01-31;2015-02-02;gm;MSO ROW
140613;MeoStar B1 8x56;2015-01-28;2015-02-02;fr;MSO ROW
R1422186;MeoStar R2 2-12x50 RD;2015-02-02;2015-02-02;no;MSO ROW
R1412810;MeoStar R2 2.5-15x56 RD;2015-01-28;2015-02-02;gm;MSO ROW
R1400663;Artemis 2000 1,5-6x42;2015-02-02;2015-02-03;sf;MSO ROW
R1420891;MeoStar R2 1-6x24 RD;2015-01-30;2015-02-03;pl;MSO ROW
R1420119;MeoStar R1r 3-12x56 RD;2015-02-03;2015-02-03;fi;MSO ROW
144569;MeoStar B1 8x56;2015-02-03;2015-02-03;gm;MSO ROW
R1406719;MeoStar R1 4-16x44 Tactic;2015-01-28;2015-02-03;rs;MSO ROW
R1418790;MeoStar R2 2.5-15x56 RD;2015-01-26;2015-02-03;gm;MSO ROW
R1414016;MeoStar R2 2-12x50 RD;2015-01-30;2015-02-04;sw;MSO ROW
R1422100;MeoStar R1r 3-12x56;2015-02-03;2015-02-05;fi;MSO ROW
R1402394;MeoStar R1r 3-12x56;2015-01-28;2015-02-05;be;MSO ROW
R1420087;MeoStar R1r 3-12x56 RD;2015-02-05;2015-02-05;gm;MSO ROW
R1423920;MeoStar R2 2.5-15x56 RD;2015-02-05;2015-02-05;da;MSO ROW
R1415227;MeoStar R2 2.5-15x56 RD;2015-02-05;2015-02-05;gm;MSO ROW
R1425978;MeoStar R2 2.5-15x56 RD;2015-02-05;2015-02-05;au;MSO ROW
R0911892;MeoStar R1 1-4x22 RD/MR;2015-01-28;2015-02-05;gm;MSO ROW
R1428030;MeoStar R2 2.5-15x56 RD;2015-02-03;2015-02-05;pl;MSO ROW
30022;MeoStar S1 75 HD Angled / Šikmý;2015-01-27;2015-02-06;gm;MSO ROW
50077;MeoStar S1 75 HD Angled / Šikmý;2015-01-27;2015-02-06;gm;MSO ROW
R1405925;ZD 6-24x56;2015-02-05;2015-02-06;pl;MSO ROW
R1413985;MeoStar R2 2-12x50 RD;2015-02-03;2015-02-06;lo;MSO ROW
R1011629;Artemis 2100 7x50 RD;2015-01-07;2015-02-06;pl;MSO ROW
R1417069;MeoStar R2 2.5-15x56 RD;2015-02-06;2015-02-06;gm;MSO ROW
R1415773;MeoStar R2 2.5-15x56 RD;2015-01-13;2015-02-06;it;MSO ROW
R1427116;MeoStar R1r 3-12x56 RD;2015-01-07;2015-02-06;sw;MSO ROW
R1416645;MeoStar R1r 3-12x56 RD;2015-02-06;2015-02-06;gm;MSO ROW
R1406886;MeoStar R2 2.5-15x56 RD;2015-02-06;2015-02-07;gm;MSO ROW
R1425693;MeoStar R1r 3-12x56 RD;2015-02-06;2015-02-07;lo;MSO ROW
R1417181;MeoStar R2 2.5-15x56 RD;2015-02-06;2015-02-07;sw;MSO ROW
R1415493;MeoStar R1r 3-12x56 RD;2015-01-22;2015-02-07;lo;MSO ROW
R1423429;MeoStar R2 2.5-15x56 RD;2015-01-27;2015-02-07;gm;MSO ROW
R1422702;MeoStar R2 1.7-10x42 RD;2015-02-07;2015-02-08;pl;MSO ROW
R1423033;MeoStar R1r 3-12x56 RD;2015-02-06;2015-02-08;pl;MSO ROW
R1315115;MeoStar R1r 3-12x56;2015-01-23;2015-02-08;fi;MSO ROW
R1420136;MeoStar R1 3-12x56;2015-01-28;2015-02-08;lo;MSO ROW
R1208575;MeoStar R1 1,5-6x42 RD;2015-02-02;2015-02-08;sw;MSO ROW
R1423681;MeoStar R2 2.5-15x56 RD;2015-02-03;2015-02-08;gm;MSO ROW
R1315090;MeoStar R1r 3-12x56;2015-01-30;2015-02-08;no;MSO ROW
R1422170;MeoStar R2 2-12x50 RD;2015-01-29;2015-02-09;no;MSO ROW
R1402853;MeoStar R1r 3-12x56 RD;2015-02-01;2015-02-09;gm;MSO ROW
R1421130;MeoStar R1 3-12x56 RD;2015-01-27;2015-02-09;au;MSO ROW
R1412893;MeoStar R2 2.5-15x56 RD;2015-02-06;2015-02-09;gm;MSO ROW
R1409083;MeoStar R2 2.5-15x56 RD;2015-02-09;2015-02-09;da;MSO ROW
R1323099;MeoStar R1r 3-12x56 RD;2015-01-12;2015-02-09;fi;MSO ROW
R1425389;MeoStar R2 1.7-10x42 RD;2015-02-09;2015-02-09;pl;MSO ROW
R1422053;MeoStar R1r 3-12x56 RD;2015-02-06;2015-02-09;pl;MSO ROW
R1416935;MeoStar R1r 3-12x56 RD;2015-02-09;2015-02-10;au;MSO ROW
R1405664;MeoStar R2 1.7-10x42 RD;2015-02-10;2015-02-10;no;MSO ROW
R1422143;MeoStar R1r 3-12x56 RD;2015-02-10;2015-02-10;fi;MSO ROW
R1408049;MeoStar R1 3-12x56 RD;2015-01-30;2015-02-10;sw;MSO ROW
R1418368;MeoStar R1r 3-12x56 RD;2015-01-22;2015-02-10;hu;MSO ROW
R1421115;MeoStar R1 3-12x56 RD;2015-02-10;2015-02-10;pl;MSO ROW
R1421211;MeoStar R1 3-12x56;2015-01-29;2015-02-10;fi;MSO ROW
R1423633;MeoStar R2 2.5-15x56 RD;2015-01-13;2015-02-11;gm;MSO ROW
R1409331;MeoStar R1r 3-12x56 RD;2015-02-06;2015-02-11;sw;MSO ROW
R1424413;MeoStar R1r 3-12x56 RD;2015-02-10;2015-02-11;pl;MSO ROW
R1414934;MeoStar R2 1-6x24 RD;2015-01-27;2015-02-12;sw;MSO ROW
R1413823;MeoStar R2 2.5-15x56 RD;2015-01-27;2015-02-12;sw;MSO ROW
R1421352;MeoStar R1r 3-12x56 RD;2015-02-04;2015-02-12;lo;MSO ROW
R1421156;R1r 3-12x56 RGD;2015-02-09;2015-02-12;no;MSO ROW
R1421164;R1r 3-12x56 RGD;2015-02-09;2015-02-13;no;MSO ROW
R1419399;MeoStar R1r 3-12x56 RD;2015-01-14;2015-02-13;fi;MSO ROW
R1418812;MeoStar R2 2.5-15x56 RD;2015-02-03;2015-02-13;gm;MSO ROW
R1414630;MeoStar R1r 3-12x56 RD/MR;2015-02-12;2015-02-13;gm;MSO ROW
144464;MeoStar B1 8x56;2015-02-10;2015-02-13;gm;MSO ROW
R1408565;MeoStar R2 2.5-15x56 RD;2015-02-13;2015-02-13;be;MSO ROW
R1419462;MeoStar R1 3-12x56 RD;2015-02-09;2015-02-13;au;MSO ROW
R1319359;ZD 6-24x56;2015-01-15;2015-02-13;pl;MSO ROW
R1420986;MeoStar R2 1-6x24 RD;2015-02-13;2015-02-13;fi;MSO ROW
R1418696;MeoStar R2 2.5-15x56 RD;2015-02-13;2015-02-13;gm;MSO ROW
R1408533;MeoStar R2 2.5-15x56 RD;2015-02-12;2015-02-13;gm;MSO ROW
R1421817;MeoStar R2 2.5-15x56 RD;2015-01-24;2015-02-13;gm;MSO ROW
R1418557;R1r 3-12x56 RGD;2015-01-14;2015-02-13;us;MSO ROW
R1423058;MeoStar R1r 3-12x56 RD;2015-02-13;2015-02-13;fi;MSO ROW
R1414899;MeoStar R2 1-6x24 RD;2015-02-11;2015-02-14;sw;MSO ROW
R1415025;MeoStar R1 1,5-6x42 RD;2015-02-13;2015-02-14;sw;MSO ROW
R1424673;MeoStar R1r 3-12x56 RD;2015-01-24;2015-02-14;pl;MSO ROW
R1411779;Artemis 2100 3-12x50 RD;2015-01-31;2015-02-14;gm;MSO ROW
R1314512;MeoStar R1 3-12x56 RD;2015-02-12;2015-02-14;no;MSO ROW
R1314512;MeoStar R1 3-12x56 RD;2015-02-12;2015-02-14;no;MSO ROW
R1309663;ZD 4-16x44 RD;2015-02-15;2015-02-15;fi;MSO ROW
142095;MeoStar B1 8x42;2015-02-09;2015-02-15;gm;MSO ROW
R1411161;ZD 6-24x56;2015-02-15;2015-02-15;it;MSO ROW
R1406543;MeoStar R2 2.5-15x56 RD;2015-01-16;2015-02-15;fi;MSO ROW
R1216377;MeoStar R1r 3-12x56 RD;2015-01-16;2015-02-15;au;MSO ROW
806273;MeoStar B1 10x32;2015-01-21;2015-02-15;it;MSO ROW
R1408613;MeoStar R1r 3-12x56 RD;2015-02-15;2015-02-15;sw;MSO ROW
R1421052;MeoStar R1 3-12x56 RD;2015-02-15;2015-02-15;en;MSO ROW
130877;MeoSight III;2015-02-13;2015-02-16;lu;MSO ROW
R1310011;MeoStar R1 1,5-6x42 RD;2015-01-28;2015-02-16;sw;MSO ROW
R1412932;MeoStar R2 2.5-15x56 RD;2015-02-16;2015-02-16;fi;MSO ROW
R1410750;MeoStar R1 1,5-6x42 RD;2015-02-16;2015-02-16;bu;MSO ROW
S1400661;MeoStar S2 82 HD Straight / Přímý;2015-02-16;2015-02-17;us;MSO ROW
133513;MeoStar B1 10x50;2015-02-12;2015-02-17;lo;MSO ROW
R1421283;MeoStar R1r 3-12x56 RD;2015-02-17;2015-02-17;pl;MSO ROW
134647;MeoStar B1 10x32;2015-02-05;2015-02-17;sa;MSO ROW
130797;MeoSight III;2015-02-17;2015-02-17;gm;MSO ROW
R1420904;MeoStar R2 1-6x24 RD;2015-01-21;2015-02-18;lo;MSO ROW
R1414150;MeoStar R1r 3-12x56 RD;2015-01-29;2015-02-18;pl;MSO ROW
R1417072;MeoStar R2 2.5-15x56 RD;2015-02-16;2015-02-18;gm;MSO ROW
R1318602;MeoStar R2 2.5-15x56 RD;2015-02-01;2015-02-18;gm;MSO ROW
R1410712;MeoStar R1 4-16x44 Tactic;2015-02-18;2015-02-18;lo;MSO ROW
144927;MeoStar B1 8x56;2015-02-18;2015-02-18;hu;MSO ROW
145900;MeoStar B1 12x50;2015-02-09;2015-02-19;us;MSO ROW
R1422048;MeoStar R1r 3-12x56 RD;2015-02-10;2015-02-19;fi;MSO ROW
145615;MeoStar B1 10x42 HD;2015-02-19;2015-02-19;sz;MSO ROW
R1414034;MeoStar R2 2.5-15x56 RD;2015-02-12;2015-02-19;pl;MSO ROW
R1413479;MeoStar R2 2.5-15x56 RD;2015-02-19;2015-02-19;sw;MSO ROW
R1308766;Artemis 2100 7x50 RD;2015-02-19;2015-02-19;fi;MSO ROW
R1414673;MeoStar R2 2.5-15x56 RD;2015-02-07;2015-02-19;lg;MSO ROW
R1314581;MeoStar R1 3-12x56 RD;2015-01-31;2015-02-19;pl;MSO ROW
R0728909;Artemis 2000 7x50;2015-02-20;2015-02-20;fr;MSO ROW
R1421309;MeoStar R1r 3-12x56 RD;2015-02-20;2015-02-20;pl;MSO ROW
R1423848;MeoStar R2 2.5-15x56 RD;2015-02-03;2015-02-20;lo;MSO ROW
R1411073;MeoStar R1r 3-12x56 RD;2015-02-13;2015-02-20;gm;MSO ROW
R1408232;MeoStar R2 2.5-15x56 RD;2015-02-20;2015-02-20;sw;MSO ROW
R1417763;MeoStar R2 1-6x24 RD;2015-02-19;2015-02-20;fr;MSO ROW
144697;MeoStar B1 8x56;2015-02-05;2015-02-20;pl;MSO ROW
R1413836;MeoStar R2 2.5-15x56 RD;2015-02-21;2015-02-21;gm;MSO ROW
R1413344;MeoStar R1 3-12x56 RD;2015-02-21;2015-02-21;gm;MSO ROW
R1418698;MeoStar R2 2.5-15x56 RD;2015-02-20;2015-02-21;gm;MSO ROW
R1410704;MeoStar R1 4-16x44 Tactic;2015-02-13;2015-02-21;rs;MSO ROW
146144;MeoStar B1 8x56;2015-02-15;2015-02-22;nl;MSO ROW
R1426537;MeoStar R1r 3-12x56 RD;2015-02-09;2015-02-22;lo;MSO ROW
R1424398;MeoStar R1r 3-12x56 RD;2015-02-06;2015-02-22;fi;MSO ROW
R1419863;MeoStar R1r 3-12x56 RD;2015-02-14;2015-02-22;no;MSO ROW
R1221287;MeoStar R1 1-4x22 RD;2015-02-23;2015-02-23;no;MSO ROW
R1411134;MeoStar R1 3-12x56 RD;2015-01-24;2015-02-23;no;MSO ROW
R1417562;MeoStar R1r 3-12x56 RD/MR;2015-01-25;2015-02-24;gm;MSO ROW
141524;MeoStar B1 8x56;2015-02-23;2015-02-24;gm;MSO ROW
R1407880;MeoStar R2 2-12x50 RD;2015-02-24;2015-02-24;sw;MSO ROW
R1408598;MeoStar R1r 3-12x56 RD;2015-02-20;2015-02-24;no;MSO ROW
141421;MeoStar B1 8x56;2015-02-19;2015-02-24;gm;MSO ROW
R1414527;MeoStar R2 1.7-10x42 RD;2015-02-24;2015-02-24;sw;MSO ROW
R1303343;R1r 3-12x56 RGD;2015-02-24;2015-02-24;no;MSO ROW
R1423285;MeoStar R1r 3-12x56 RD;2015-02-20;2015-02-24;gm;MSO ROW
R1417108;MeoStar R2 2.5-15x56 RD;2015-02-21;2015-02-24;gm;MSO ROW
R1215597;MeoStar R1r 3-12x56 RD;2015-02-18;2015-02-24;fr;MSO ROW
145694;MeoStar B1 10x50;2015-02-10;2015-02-24;pl;MSO ROW
R1104557;MeoStar R1 1-4x22 RD;2015-02-20;2015-02-25;fi;MSO ROW
R1422447;ZD 6-24x56;2015-02-23;2015-02-25;nl;MSO ROW
R1408533;MeoStar R2 2.5-15x56 RD;2015-02-12;2015-02-25;gm;MSO ROW
R1408533;MeoStar R2 2.5-15x56 RD;2015-02-12;2015-02-25;gm;MSO ROW
R1304215;MeoStar R1r 3-12x56 RD;2015-01-27;2015-02-26;da;MSO ROW
144992;MeoStar B1 10x42 HD;2015-02-25;2015-02-26;uk;MSO ROW
R1409417;MeoStar R1r 3-12x56 RD/MR;2015-02-20;2015-02-26;au;MSO ROW
R1415234;MeoStar R2 2.5-15x56 RD;2015-02-19;2015-02-26;au;MSO ROW
141325;MeoStar B1 8x32;2015-02-25;2015-02-26;nl;MSO ROW
144187;MeoStar B1 10x42 HD;2015-02-19;2015-02-26;gm;MSO ROW
R1221292;MeoStar R1 1-4x22 RD;2015-02-26;2015-02-26;no;MSO ROW
R1420765;MeoStar R1 1-4x22 RD;2015-02-21;2015-02-26;be;MSO ROW
R1424743;MeoStar R2 2.5-15x56 RD;2015-02-21;2015-02-26;gm;MSO ROW
R1415552;MeoStar R1r 3-12x56 RD;2015-02-12;2015-02-26;be;MSO ROW
R1426069;MeoStar R2 2.5-15x56 RD;2015-02-20;2015-02-26;gm;MSO ROW
R1322196;ZD 6-24x56;2015-02-23;2015-02-26;lo;MSO ROW
R1407979;Artemis 2000 3-9x42;2015-02-11;2015-02-27;no;MSO ROW
R1428307;MeoStar R1r 3-12x56 RD;2015-02-03;2015-02-27;pl;MSO ROW
146226;MeoStar B1 8x56;2015-02-27;2015-02-27;gm;MSO ROW
R1500390;MeoStar R2 2.5-15x56 RD;2015-02-27;2015-02-27;au;MSO ROW
R1411259;MeoStar R2 2.5-15x56 RD;2015-02-27;2015-02-27;gm;MSO ROW
R1404760;MeoStar R2 2.5-15x56 RD;2015-02-27;2015-02-27;gm;MSO ROW
S1400791;MeoStar S2 82 HD Angled / Šikmý;2015-02-26;2015-02-27;fi;MSO ROW
146256;MeoStar B1 8x56;2015-02-27;2015-02-28;gm;MSO ROW
R1410652;MeoStar R1 3-10x50;2015-02-23;2015-02-28;au;MSO ROW
R1417139;MeoStar R2 2.5-15x56 RD;2015-02-27;2015-02-28;gm;MSO ROW
S1400781;MeoStar S2 82 HD Angled / Šikmý;2015-02-27;2015-02-28;fi;MSO ROW
R1417986;MeoStar R2 2-12x50 RD;2015-02-23;2015-02-28;sw;MSO ROW
R132205;MeoStar R1 4-12x40;2015-02-17;2015-02-28;au;MSO ROW
R1418824;MeoStar R2 2.5-15x56 RD;2015-02-01;2015-02-28;gm;MSO ROW
R1406555;MeoStar R2 2.5-15x56 RD;2015-02-24;2015-02-28;fi;MSO ROW
R1312478;Artemis 2000 4x32;2015-02-05;2015-02-28;bu;MSO ROW
R1419380;MeoStar R1r 3-12x56 RD;2015-02-16;2015-02-28;gm;MSO ROW
R1426170;MeoStar R1 1,5-6x42 RD;2015-02-15;2015-02-28;sw;MSO ROW
R1424213;MeoStar R1r 3-12x56 RD;2015-02-28;2015-02-28;gm;MSO ROW
R1500144;MeoStar R2 2.5-15x56 RD;2015-02-28;2015-02-28;uk;MSO ROW
R1421129;MeoStar R1 3-12x56 RD;2015-02-07;2015-02-28;au;MSO ROW
R1409682;MeoStar R2 1.7-10x42 RD;2015-02-19;2015-02-28;lo;MSO ROW
R1222327;MeoStar R1r 3-12x56 RD;2015-02-28;2015-02-28;no;MSO ROW
R0913371;MeoStar R1 4-16x44 Tactic;2015-02-28;2015-02-28;no;MSO ROW
R1425532;MeoStar R2 2-12x50 RD;2015-02-27;2015-03-01;fi;MSO ROW
R1425569;MeoStar R2 2-12x50 RD;2015-02-24;2015-03-01;sw;MSO ROW
R1427686;MeoStar R2 2.5-15x56 RD;2015-02-21;2015-03-01;pl;MSO ROW
R1418766;MeoStar R2 2.5-15x56 RD;2015-02-23;2015-03-01;gm;MSO ROW
R1403680;Artemis 2100 3-12x50 RD;2015-02-16;2015-03-01;gm;MSO ROW
R1420325;MeoStar R1r 3-12x56 RD/MR;2015-02-21;2015-03-01;gm;MSO ROW
146131;MeoStar B1 8x56;2015-02-23;2015-03-01;pl;MSO ROW
R1419707;MeoStar R1r 3-12x56 RD;2015-02-20;2015-03-01;pl;MSO ROW
R1425965;MeoStar R2 2.5-15x56 RD;2015-02-28;2015-03-02;gm;MSO ROW
R1411313;MeoStar R2 2.5-15x56 RD;2015-02-26;2015-03-02;gm;MSO ROW
R1309683;MeoStar R1 4-16x44 Tactic;2015-02-27;2015-03-02;gm;MSO ROW
