serial_number;product_model;purchase_date;registration_date;country;source_note;;;;;;;;;;;
R1407428;R1r 3-12x56 RGD;2014-05-30;2014-05-30;cz;MSO CZ;;;;;;;;;;;
R1320271;R1r 3-12x56 RGD;2014-05-03;2014-05-30;cz;MSO CZ;;;;;;;;;;;
R1319791;Artemis 2100 7x50 RD;2014-05-28;2014-05-31;cz;MSO CZ;;;;;;;;;;;
R1319218;MeoStar R1r 3-12x56 RD;2014-05-09;2014-06-01;cz;MSO CZ;;;;;;;;;;;
R1407426;R1r 3-12x56 RGD;2014-05-14;2014-06-01;cz;MSO CZ;;;;;;;;;;;
140670;MeoStar B1 8x56;2014-05-29;2014-06-01;cz;MSO CZ;;;;;;;;;;;
R1402520;MeoStar R1r 3-12x56 RD;2014-05-23;2014-06-01;cz;MSO CZ;;;;;;;;;;;
R1310296;MeoStar R1 1,5-6x42 RD;2014-05-31;2014-06-02;cz;MSO CZ;;;;;;;;;;;
124689;MeoStar B1 10x50;2014-05-07;2014-06-02;cz;MSO CZ;;;;;;;;;;;
R1310303;MeoStar R1 1,5-6x42 RD;2014-06-02;2014-06-03;cz;MSO CZ;;;;;;;;;;;
R144193;MeoStar R1r 3-12x56 RD;2014-06-02;2014-06-03;cz;MSO CZ;;;;;;;;;;;
R1404193;MeoStar R1r 3-12x56 RD;2014-06-02;2014-06-03;cz;MSO CZ;;;;;;;;;;;
R1410101;MeoStar R1r 3-12x56 RD;2014-05-27;2014-06-03;pl;MSO CZ;;;;;;;;;;;
R1407415;R1r 3-12x56 RGD;2014-05-24;2014-06-03;cz;MSO CZ;;;;;;;;;;;
R1409821;MeoStar R1r 3-12x56 RD;2014-06-04;2014-06-04;pl;MSO CZ;;;;;;;;;;;
130385;MeoStar B1 10x50;2014-06-03;2014-06-04;;MSO CZ;;;;;;;;;;;
R1402426;MeoStar R1r 3-12x56 RD/MR;2014-05-30;2014-06-04;pl;MSO CZ;;;;;;;;;;;
R1208532;MeoStar R1 1,5-6x42 RD;2014-05-28;2014-06-04;bk;MSO CZ;;;;;;;;;;;
R1408276;MeoStar R2 2.5-15x56 RD;2014-05-29;2014-06-05;cz;MSO CZ;;;;;;;;;;;
R1404221;MeoStar R1r 3-12x56 RD;2014-06-05;2014-06-05;pl;MSO CZ;;;;;;;;;;;
R1404606;R1r 3-12x56 RGD;2014-05-29;2014-06-05;cz;MSO CZ;;;;;;;;;;;
R1400492;MeoStar R1r 3-12x56 RD/MR;2014-05-30;2014-06-05;cz;MSO CZ;;;;;;;;;;;
140365;MeoStar B1 8x56;2014-05-23;2014-06-05;cz;MSO CZ;;;;;;;;;;;
R1406363;MeoStar R1r 3-12x56 RD;2014-06-05;2014-06-06;cz;MSO CZ;;;;;;;;;;;
R1404958;MeoStar R1r 3-12x56 RD;2014-06-06;2014-06-06;cz;MSO CZ;;;;;;;;;;;
R1402698;R1r 3-12x56 RGD;2014-05-23;2014-06-06;cz;MSO CZ;;;;;;;;;;;
R1407388;R1r 3-12x56 RGD;2014-06-03;2014-06-08;cz;MSO CZ;;;;;;;;;;;
R1409163;MeoStar R2 2.5-15x56 RD;2014-06-09;2014-06-09;pl;MSO CZ;;;;;;;;;;;
125603;MeoStar B1 8x56;2014-06-09;2014-06-09;cz;MSO CZ;;;;;;;;;;;
R1401789;MeoStar R1r 3-12x56 RD;2014-05-25;2014-06-09;cz;MSO CZ;;;;;;;;;;;
R1317447;MeoStar R2 1-6x24 RD;2014-05-21;2014-06-10;cz;MSO CZ;;;;;;;;;;;
R1402878;MeoStar R1r 3-12x56 RD;2014-06-03;2014-06-10;cz;MSO CZ;;;;;;;;;;;
R1407587;MeoStar R1r 3-12x56 RD;2014-06-10;2014-06-10;pl;MSO CZ;;;;;;;;;;;
R1409249;MeoStar R2 2.5-15x56 RD;2014-05-22;2014-06-10;;MSO CZ;;;;;;;;;;;
R1408239;MeoStar R2 2.5-15x56 RD;2014-06-09;2014-06-10;cz;MSO CZ;;;;;;;;;;;
R1407417;R1r 3-12x56 RGD;2014-05-19;2014-06-10;cz;MSO CZ;;;;;;;;;;;
R1409414;MeoStar R1r 3-12x56 RD/MR;2014-06-05;2014-06-11;cz;MSO CZ;;;;;;;;;;;
R1404287;MeoStar R1r 3-12x56 RD;2014-06-11;2014-06-11;pl;MSO CZ;;;;;;;;;;;
R1404248;MeoStar R1r 3-12x56 RD;2014-06-11;2014-06-11;pl;MSO CZ;;;;;;;;;;;
R1404287;MeoStar R1r 3-12x56 RD;2014-06-11;2014-06-11;pl;MSO CZ;;;;;;;;;;;
R1402428;MeoStar R1r 3-12x56 RD;2014-06-11;2014-06-11;pl;MSO CZ;;;;;;;;;;;
R1403607;MeoStar R1r 3-12x56 RD;2014-06-02;2014-06-11;cz;MSO CZ;;;;;;;;;;;
R1400237;MeoStar R1r 3-12x56 RD/MR;2014-06-09;2014-06-11;cz;MSO CZ;;;;;;;;;;;
R1322654;MeoStar R1r 3-12x56 RD;2014-06-05;2014-06-11;cz;MSO CZ;;;;;;;;;;;
R0917659;MeoStar R1r 3-12x56 RD;2014-06-10;2014-06-12;cz;MSO CZ;;;;;;;;;;;
141883;MeoStar B1 10x42 HD;2014-06-12;2014-06-12;cz;MSO CZ;;;;;;;;;;;
R1313100;Artemis 2100 7x50 RD;2014-06-06;2014-06-13;cz;MSO CZ;;;;;;;;;;;
R1322619;MeoStar R1r 3-12x56 RD;2014-06-13;2014-06-13;cz;MSO CZ;;;;;;;;;;;
130998;MeoStar B1 12x50;2014-06-10;2014-06-13;cz;MSO CZ;;;;;;;;;;;
30052;TGA 75;2014-06-02;2014-06-14;cz;MSO CZ;;;;;;;;;;;
30032;MeoStar S1 75 Angled / Šikmý;2014-06-11;2014-06-15;cz;MSO CZ;;;;;;;;;;;
R1203088;Artemis 2000 3-12x50;2014-06-06;2014-06-17;cz;MSO CZ;;;;;;;;;;;
R1407561;MeoStar R1r 3-12x56 RD;2014-06-18;2014-06-18;pl;MSO CZ;;;;;;;;;;;
R1318639;Artemis 2100 7x50 RD;2014-06-17;2014-06-18;cz;MSO CZ;;;;;;;;;;;
R1402801;MeoStar R1 3-12x56 RD;0000-00-00;2014-06-19;gm;MSO CZ;;;;;;;;;;;
R1213783;Artemis 2100 7x50 RD;2014-06-12;2014-06-19;cz;MSO CZ;;;;;;;;;;;
140362;MeoStar B1 8x56;2014-05-31;2014-06-20;cz;MSO CZ;;;;;;;;;;;
R1408050;MeoStar R1r 3-12x56 RD;2014-05-24;2014-06-20;pl;MSO CZ;;;;;;;;;;;
R1407399;R1r 3-12x56 RGD;2014-06-18;2014-06-21;cz;MSO CZ;;;;;;;;;;;
R1322141;R1r 3-12x56 RGD;2014-06-23;2014-06-23;cz;MSO CZ;;;;;;;;;;;
142002;MeoStar B1 10x42 HD;2014-06-23;2014-06-23;cz;MSO CZ;;;;;;;;;;;
R1214690;MeoStar R1 1,5-6x42 RD;2014-06-19;2014-06-23;cz;MSO CZ;;;;;;;;;;;
141538;MeoStar B1 10x42 HD;2014-06-05;2014-06-25;cz;MSO CZ;;;;;;;;;;;
R1321871;MeoStar R1 1-4x22 RD;2014-06-25;2014-06-25;cz;MSO CZ;;;;;;;;;;;
R1315661;MeoStar R1 7x56;2014-06-25;2014-06-25;cz;MSO CZ;;;;;;;;;;;
R1404268;MeoStar R1r 3-12x56 RD;2014-06-25;2014-06-25;pl;MSO CZ;;;;;;;;;;;
R1407374;R1r 3-12x56 RGD;2014-06-05;2014-06-25;cz;MSO CZ;;;;;;;;;;;
R1308954;MeoStar R1 1,5-6x42 RD;2014-06-08;2014-06-25;cz;MSO CZ;;;;;;;;;;;
R1312651;MeoStar R1r 3-12x56 RD;2014-06-18;2014-06-25;cz;MSO CZ;;;;;;;;;;;
142278;MeoStar B1 10x50;2014-06-19;2014-06-25;cz;MSO CZ;;;;;;;;;;;
R1323043;MeoStar R1r 3-12x56 RD;2014-06-24;2014-06-26;cz;MSO CZ;;;;;;;;;;;
R1318879;MeoStar R1r 3-12x56 RD;2014-06-10;2014-06-26;cz;MSO CZ;;;;;;;;;;;
R1318660;Artemis 2100 7x50 RD;2014-06-26;2014-06-26;cz;MSO CZ;;;;;;;;;;;
131573;MeoStar B1 8x56;2014-05-28;2014-06-27;cz;MSO CZ;;;;;;;;;;;
R1409862;MeoStar R2 2.5-15x56 RD;2014-06-28;2014-06-28;pl;MSO CZ;;;;;;;;;;;
141713;MeoStar B1 8x56;2014-06-23;2014-06-29;cz;MSO CZ;;;;;;;;;;;
R1408273;MeoStar R2 2.5-15x56 RD;2014-06-25;2014-06-29;cz;MSO CZ;;;;;;;;;;;
141770;MeoStar B1 10x50;2014-06-26;2014-06-29;cz;MSO CZ;;;;;;;;;;;
R1407377;R1r 3-12x56 RGD;2014-06-20;2014-06-29;cz;MSO CZ;;;;;;;;;;;
R1404614;R1r 3-12x56 RGD;2014-06-20;2014-06-29;cz;MSO CZ;;;;;;;;;;;
R1409883;MeoStar R2 2.5-15x56 RD;2014-06-20;2014-06-30;cz;MSO CZ;;;;;;;;;;;
R1404240;MeoStar R1r 3-12x56 RD;2014-06-30;2014-07-01;cz;MSO CZ;;;;;;;;;;;
R1313447;MeoStar R1r 3-12x56 RD;2014-06-18;2014-07-01;cz;MSO CZ;;;;;;;;;;;
R1315336;ZD 6-24x56;2014-06-16;2014-07-01;cz;MSO CZ;;;;;;;;;;;
141538;MeoStar B1 10x42 HD;2014-06-05;2014-07-02;cz;MSO CZ;;;;;;;;;;;
R1322999;MeoStar R1r 3-12x56 RD;2014-07-02;2014-07-02;cz;MSO CZ;;;;;;;;;;;
R1404624;MeoStar R2 2.5-15x56 RD;2014-06-23;2014-07-02;cz;MSO CZ;;;;;;;;;;;
R1301854;MeoStar R1 1,5-6x42 RD;2014-06-04;2014-07-03;cz;MSO CZ;;;;;;;;;;;
R1321604;MeoStar R1 7x56 RD;2014-07-03;2014-07-03;cz;MSO CZ;;;;;;;;;;;
R1413090;MeoStar R1r 3-12x56 RD;2014-06-30;2014-07-04;cz;MSO CZ;;;;;;;;;;;
140218;MeoStar B1 8x56;2014-07-01;2014-07-06;cz;MSO CZ;;;;;;;;;;;
140616;MeoStar B1 8x56;2014-06-19;2014-07-06;cz;MSO CZ;;;;;;;;;;;
141138;MeoStar B1 8x56;2014-06-19;2014-07-07;cz;MSO CZ;;;;;;;;;;;
R1319782;Artemis 2100 7x50 RD;2014-06-18;2014-07-07;cz;MSO CZ;;;;;;;;;;;
R1404299;MeoStar R1r 3-12x56 RD;2014-07-08;2014-07-08;;MSO CZ;;;;;;;;;;;
141636;MeoStar B1 10x42 HD;2014-07-04;2014-07-08;cz;MSO CZ;;;;;;;;;;;
R1322128;R1r 3-12x56 RGD;2014-07-02;2014-07-08;cz;MSO CZ;;;;;;;;;;;
134256;MeoStar B1 8x56;2014-07-04;2014-07-08;cz;MSO CZ;;;;;;;;;;;
R1404286;MeoStar R1r 3-12x56 RD;2014-07-09;2014-07-09;pl;MSO CZ;;;;;;;;;;;
R1403963;MeoStar R1r 3-12x56 RD;2014-06-19;2014-07-09;cz;MSO CZ;;;;;;;;;;;
R1402311;MeoStar R1r 3-12x56 RD;2014-06-26;2014-07-10;cz;MSO CZ;;;;;;;;;;;
R1406472;MeoStar R1r 3-12x56 RD;2014-07-07;2014-07-11;cz;MSO CZ;;;;;;;;;;;
R1408554;MeoStar R2 2.5-15x56 RD;2014-07-11;2014-07-11;pl;MSO CZ;;;;;;;;;;;
R1409861;MeoStar R2 2.5-15x56 RD;2014-06-28;2014-07-11;cz;MSO CZ;;;;;;;;;;;
R1319405;MeoStar R1 7x56 RD;2014-07-10;2014-07-11;cz;MSO CZ;;;;;;;;;;;
R1402791;MeoStar R1r 3-12x56 RD;2014-07-07;2014-07-13;cz;MSO CZ;;;;;;;;;;;
130292;MeoStar B1 10x42 HD;2014-07-09;2014-07-13;cz;MSO CZ;;;;;;;;;;;
140699;MeoStar B1 8x56;2014-06-24;2014-07-14;cz;MSO CZ;;;;;;;;;;;
R1404247;MeoStar R1r 3-12x56 RD;2014-07-15;2014-07-15;pl;MSO CZ;;;;;;;;;;;
R1404296;MeoStar R1r 3-12x56 RD;2014-07-15;2014-07-15;da;MSO CZ;;;;;;;;;;;
R1404298;MeoStar R1r 3-12x56 RD;2014-07-15;2014-07-15;cz;MSO CZ;;;;;;;;;;;
R1404194;MeoStar R1r 3-12x56 RD;2014-07-10;2014-07-16;cz;MSO CZ;;;;;;;;;;;
R1406367;MeoStar R1r 3-12x56 RD;2014-07-18;2014-07-18;cz;MSO CZ;;;;;;;;;;;
122471;MeoStar B1 10x42;2014-07-10;2014-07-18;cz;MSO CZ;;;;;;;;;;;
R1402522;MeoStar R1r 3-12x56 RD;2014-07-18;2014-07-18;cz;MSO CZ;;;;;;;;;;;
R1319754;MeoStar R1 1,5-6x42 RD;2014-07-15;2014-07-18;pl;MSO CZ;;;;;;;;;;;
R1208715;MeoStar R1r 3-12x56 RD;2014-07-14;2014-07-18;cz;MSO CZ;;;;;;;;;;;
R1320751;Artemis 2100 3-12x50 RD;2014-06-26;2014-07-20;cz;MSO CZ;;;;;;;;;;;
R1413079;MeoStar R1r 3-12x56 RD;2014-07-17;2014-07-21;cz;MSO CZ;;;;;;;;;;;
R1413079;MeoStar R1r 3-12x56 RD;2014-07-17;2014-07-21;cz;MSO CZ;;;;;;;;;;;
141773;MeoStar B1 10x42 HD;2014-07-03;2014-07-22;cz;MSO CZ;;;;;;;;;;;
R1416074;MeoStar R1r 3-12x56 RD;2014-07-02;2014-07-22;;MSO CZ;;;;;;;;;;;
R1407209;MeoStar R2 2.5-15x56 RD;2014-07-21;2014-07-22;cz;MSO CZ;;;;;;;;;;;
R1402231;MeoStar R1 7x56 RD;2014-07-17;2014-07-22;cz;MSO CZ;;;;;;;;;;;
R1319411;MeoStar R1 7x56 RD;2014-07-14;2014-07-22;cz;MSO CZ;;;;;;;;;;;
R1413049;MeoStar R1r 3-12x56 RD;2014-07-23;2014-07-24;cz;MSO CZ;;;;;;;;;;;
R1407425;R1r 3-12x56 RGD;2014-06-27;2014-07-24;cz;MSO CZ;;;;;;;;;;;
R1408205;MeoStar R2 2.5-15x56 RD;2014-06-27;2014-07-26;cz;MSO CZ;;;;;;;;;;;
140483;MeoStar B1 8x56;2014-06-26;2014-07-26;cz;MSO CZ;;;;;;;;;;;
R1403388;MeoStar R2 2.5-15x56 RD;2014-07-11;2014-07-26;cz;MSO CZ;;;;;;;;;;;
134124;MeoStar B1 8x56;2014-07-10;2014-07-27;cz;MSO CZ;;;;;;;;;;;
R1412168;R1r 3-12x56 RGD;2014-07-23;2014-07-28;cz;MSO CZ;;;;;;;;;;;
R1414007;MeoStar R2 2-12x50 RD;2014-07-15;2014-07-29;cz;MSO CZ;;;;;;;;;;;
R1200904;Artemis 2000 1,5-6x42;2014-07-29;2014-07-29;cz;MSO CZ;;;;;;;;;;;
R1402446;MeoStar R1r 3-12x56 RD/MR;2014-07-25;2014-07-29;gm;MSO CZ;;;;;;;;;;;
R1412327;MeoStar R1r 3-12x56 RD;2014-07-29;2014-07-30;pl;MSO CZ;;;;;;;;;;;
R1402550;MeoStar R1r 3-12x56 RD;2014-07-15;2014-07-31;cz;MSO CZ;;;;;;;;;;;
R1321613;MeoStar R1 7x56 RD;2014-07-21;2014-08-01;cz;MSO CZ;;;;;;;;;;;
R1412373;MeoStar R1r 3-12x56 RD/MR;2014-08-01;2014-08-01;pl;MSO CZ;;;;;;;;;;;
R1404303;MeoStar R1r 3-12x56 RD;2014-08-01;2014-08-01;cz;MSO CZ;;;;;;;;;;;
131571;MeoStar B1 8x56;2014-07-08;2014-08-02;cz;MSO CZ;;;;;;;;;;;
R1315274;MeoStar R1 7x56 RD;2014-07-24;2014-08-02;cz;MSO CZ;;;;;;;;;;;
R1404940;MeoStar R1r 3-12x56 RD;2014-07-19;2014-08-03;cz;MSO CZ;;;;;;;;;;;
R1406421;MeoStar R1r 3-12x56 RD;2014-07-22;2014-08-04;cz;MSO CZ;;;;;;;;;;;
113516;MeoStar B1 8x32;2014-07-18;2014-08-04;cz;MSO CZ;;;;;;;;;;;
113516;MeoStar B1 8x32;2014-07-18;2014-08-04;cz;MSO CZ;;;;;;;;;;;
142028;MeoStar B1 10x50;2014-08-01;2014-08-04;cz;MSO CZ;;;;;;;;;;;
133498;MeoStar B1 8x56;2014-08-02;2014-08-05;cz;MSO CZ;;;;;;;;;;;
R1406428;MeoStar R1r 3-12x56 RD;2014-07-11;2014-08-05;cz;MSO CZ;;;;;;;;;;;
R1406819;MeoStar R1r 3-12x56 RD;2014-08-05;2014-08-05;cz;MSO CZ;;;;;;;;;;;
R1413175;MeoStar R1r 3-12x56 RD;2014-08-05;2014-08-05;;MSO CZ;;;;;;;;;;;
R1413175;MeoStar R1r 3-12x56 RD;2014-08-05;2014-08-05;;MSO CZ;;;;;;;;;;;
R1413175;MeoStar R1r 3-12x56 RD;2014-08-05;2014-08-05;;MSO CZ;;;;;;;;;;;
R1413175;MeoStar R1r 3-12x56 RD;2014-08-05;2014-08-06;cz;MSO CZ;;;;;;;;;;;
R1401904;MeoStar R1r 3-12x56 RD/MR;2014-08-07;2014-08-07;;MSO CZ;;;;;;;;;;;
R1403551;MeoStar R1r 3-12x56 RD;2014-07-11;2014-08-07;cz;MSO CZ;;;;;;;;;;;
R1319950;MeoStar R1 1-4x22 RD/MR;2014-08-07;2014-08-07;cz;MSO CZ;;;;;;;;;;;
R1321304;Artemis 2100 7x50 RD;2014-08-01;2014-08-07;;MSO CZ;;;;;;;;;;;
R1309407;R1r 3-12x56 RGD;2014-08-06;2014-08-08;cz;MSO CZ;;;;;;;;;;;
R1408189;MeoStar R2 2.5-15x56 RD;2014-08-01;2014-08-08;cz;MSO CZ;;;;;;;;;;;
R1408186;MeoStar R2 2.5-15x56 RD;2014-08-01;2014-08-08;cz;MSO CZ;;;;;;;;;;;
141700;MeoStar B1 8x56;2014-08-08;2014-08-10;cz;MSO CZ;;;;;;;;;;;
R1413203;MeoStar R1r 3-12x56 RD;2014-08-08;2014-08-10;cz;MSO CZ;;;;;;;;;;;
R1413206;MeoStar R1r 3-12x56 RD;2014-08-08;2014-08-10;cz;MSO CZ;;;;;;;;;;;
40121;TGA 75;2014-07-30;2014-08-11;cz;MSO CZ;;;;;;;;;;;
R1404962;MeoStar R1r 3-12x56 RD;2014-08-05;2014-08-11;cz;MSO CZ;;;;;;;;;;;
R1321306;Artemis 2100 7x50 RD;2014-08-08;2014-08-12;cz;MSO CZ;;;;;;;;;;;
141345;MeoSight III;2014-08-14;2014-08-14;cz;MSO CZ;;;;;;;;;;;
S1200430;MeoStar S2 82 HD Straight / Přímý;2014-08-14;2014-08-15;cz;MSO CZ;;;;;;;;;;;
R0719604;MeoStar R1 7x56 RD;2014-08-06;2014-08-15;cz;MSO CZ;;;;;;;;;;;
R1319413;MeoStar R1 7x56;2014-07-30;2014-08-16;cz;MSO CZ;;;;;;;;;;;
40073;TGA 75;2014-08-11;2014-08-17;cz;MSO CZ;;;;;;;;;;;
R1412990;MeoStar R2 2.5-15x56 RD;2014-08-13;2014-08-17;cz;MSO CZ;;;;;;;;;;;
R1011227;Artemis 2100 7x50 RD;2014-08-07;2014-08-18;cz;MSO CZ;;;;;;;;;;;
30035;TGA 75;2014-08-07;2014-08-18;cz;MSO CZ;;;;;;;;;;;
R1415410;MeoStar R1r 3-12x56 RD;2014-09-17;2014-09-18;pl;MSO CZ;;;;;;;;;;;
122734;MeoStar B1 10x32;2014-08-12;2014-08-18;cz;MSO CZ;;;;;;;;;;;
142305;MeoStar B1 10x42 HD;2014-07-19;2014-08-18;cz;MSO CZ;;;;;;;;;;;
R1410848;MeoStar R2 2.5-15x56 RD;2014-07-19;2014-08-18;cz;MSO CZ;;;;;;;;;;;
R1404253;MeoStar R1r 3-12x56 RD;2014-08-15;2014-08-19;cz;MSO CZ;;;;;;;;;;;
R1408700;MeoStar R1r 3-12x56 RD;2014-08-19;2014-08-19;pl;MSO CZ;;;;;;;;;;;
R1412990;MeoStar R2 2.5-15x56 RD;2014-08-13;2014-08-19;cz;MSO CZ;;;;;;;;;;;
R1408195;MeoStar R2 2.5-15x56 RD;2014-08-18;2014-08-20;cz;MSO CZ;;;;;;;;;;;
R1401824;R1r 3-12x56 RGD;2014-08-20;2014-08-21;cz;MSO CZ;;;;;;;;;;;
R1408574;MeoStar R1r 3-12x56 RD;2014-08-21;2014-08-21;cz;MSO CZ;;;;;;;;;;;
101257;MeoStar B1 8x42;2014-08-18;2014-08-22;cz;MSO CZ;;;;;;;;;;;
R1402696;R1r 3-12x56 RGD;2014-08-23;2014-08-24;cz;MSO CZ;;;;;;;;;;;
S1200921;MeoStar S2 82 HD Angled / Šikmý;2014-08-20;2014-08-24;cz;MSO CZ;;;;;;;;;;;
R1322938;MeoStar R1r 3-12x56 RD/MR;2014-08-15;2014-08-24;cz;MSO CZ;;;;;;;;;;;
R1407434;R1r 3-12x56 RGD;2014-08-22;2014-08-24;cz;MSO CZ;;;;;;;;;;;
R1319800;Artemis 2100 7x50 RD;2014-08-22;2014-08-24;cz;MSO CZ;;;;;;;;;;;
R1414492;MeoStar R2 1.7-10x42 RD;2014-08-18;2014-08-25;cz;MSO CZ;;;;;;;;;;;
R1404599;R1r 3-12x56 RGD;2014-08-04;2014-08-26;cz;MSO CZ;;;;;;;;;;;
R1404234;MeoStar R1r 3-12x56 RD;2014-08-25;2014-08-26;cz;MSO CZ;;;;;;;;;;;
141553;MeoStar B1 10x42 HD;2014-07-28;2014-08-26;cz;MSO CZ;;;;;;;;;;;
R1407421;R1r 3-12x56 RGD;2014-08-04;2014-08-26;cz;MSO CZ;;;;;;;;;;;
140192;MeoStar B1 8x56;2014-08-25;2014-08-26;cz;MSO CZ;;;;;;;;;;;
134326;MeoStar B1 10x50;2014-08-26;2014-08-26;cz;MSO CZ;;;;;;;;;;;
110183;MeoStar B1 8x56;2014-08-02;2014-08-28;cz;MSO CZ;;;;;;;;;;;
R1109747;MeoStar R1 7x56 RD;2014-08-28;2014-08-28;cz;MSO CZ;;;;;;;;;;;
140266;MeoStar B1 8x56;2014-08-20;2014-08-29;cz;MSO CZ;;;;;;;;;;;
140313;MeoStar B1 8x56;2014-08-07;2014-08-30;cz;MSO CZ;;;;;;;;;;;
141572;MeoStar B1 10x42 HD;2014-08-29;2014-08-31;cz;MSO CZ;;;;;;;;;;;
R1413091;MeoStar R1r 3-12x56 RD;2014-08-26;2014-08-31;cz;MSO CZ;;;;;;;;;;;
R1312865;MeoStar R1r 3-12x56 RD;2014-08-14;2014-08-31;cz;MSO CZ;;;;;;;;;;;
142798;MeoStar B1 10x42 HD;2014-08-15;2014-08-31;cz;MSO CZ;;;;;;;;;;;
R1410570;MeoStar R1r 3-12x56 RD/MR;2014-08-27;2014-08-31;cz;MSO CZ;;;;;;;;;;;
R1223291;Artemis 2000 1,5-6x42;2014-08-27;2014-08-31;cz;MSO CZ;;;;;;;;;;;
R1413204;MeoStar R1r 3-12x56 RD;2014-09-01;2014-09-01;cz;MSO CZ;;;;;;;;;;;
141631;MeoStar B1 8x56;2014-09-01;2014-09-01;cz;MSO CZ;;;;;;;;;;;
R1401641;Artemis 2100 7x50 RD;2014-09-02;2014-09-02;cz;MSO CZ;;;;;;;;;;;
R1407376;R1r 3-12x56 RGD;2014-08-28;2014-09-02;cz;MSO CZ;;;;;;;;;;;
R1402599;MeoStar R1r 3-12x56 RD;2014-08-13;2014-09-03;cz;MSO CZ;;;;;;;;;;;
R1220224;MeoStar R1 7x56 RD;2014-08-28;2014-09-03;cz;MSO CZ;;;;;;;;;;;
R1416746;R1r 3-12x56 RGD;2014-09-03;2014-09-03;pl;MSO CZ;;;;;;;;;;;
R1412181;R1r 3-12x56 RGD;2014-09-03;2014-09-03;rq;MSO CZ;;;;;;;;;;;
S1201016;MeoStar S2 82 HD Angled / Šikmý;2014-08-07;2014-09-03;cz;MSO CZ;;;;;;;;;;;
R1307897;MeoStar R1 1,5-6x42 RD;2014-09-04;2014-09-04;cz;MSO CZ;;;;;;;;;;;
805686;MeoStar B1 8x56;2014-09-01;2014-09-04;cz;MSO CZ;;;;;;;;;;;
140181;MeoStar B1 8x56;2014-08-25;2014-09-04;cz;MSO CZ;;;;;;;;;;;
30186;MeoStar S1 75 Straight / Přímý;2014-09-01;2014-09-04;cz;MSO CZ;;;;;;;;;;;
11060;Artemis 2100 3-12x50 RD;2014-09-01;2014-09-04;cz;MSO CZ;;;;;;;;;;;
R1414352;MeoStar R1r 3-12x56 RD;2014-09-04;2014-09-04;cz;MSO CZ;;;;;;;;;;;
R1404977;MeoStar R1 7x56 RD;2014-09-04;2014-09-04;cz;MSO CZ;;;;;;;;;;;
R1407418;R1r 3-12x56 RGD;2014-08-07;2014-09-04;cz;MSO CZ;;;;;;;;;;;
R1406456;MeoStar R1r 3-12x56 RD;2014-09-05;2014-09-06;cz;MSO CZ;;;;;;;;;;;
R1312222;MeoStar R1 7x56 RD;2014-09-05;2014-09-07;cz;MSO CZ;;;;;;;;;;;
R1410730;MeoStar R1 7x56 RD;2014-08-28;2014-09-07;cz;MSO CZ;;;;;;;;;;;
R1406452;MeoStar R1r 3-12x56 RD;2014-09-08;2014-09-08;cz;MSO CZ;;;;;;;;;;;
R1412482;ZD 6-24x56;2014-09-08;2014-09-08;pl;MSO CZ;;;;;;;;;;;
R1321605;MeoStar R1 7x56;2014-09-05;2014-09-08;cz;MSO CZ;;;;;;;;;;;
R1223590;MeoStar R1 3-12x56 RD;2014-09-09;2014-09-09;lh;MSO CZ;;;;;;;;;;;
R1220935;MeoStar R1r 3-12x56 RD;2014-08-12;2014-09-09;cz;MSO CZ;;;;;;;;;;;
141651;MeoStar B1 10x42 HD;2014-09-09;2014-09-11;cz;MSO CZ;;;;;;;;;;;
R1419680;MeoStar R1r 3-12x56 RD;2014-09-10;2014-09-11;cz;MSO CZ;;;;;;;;;;;
R1409352;MeoStar R1r 3-12x56 RD;2014-09-12;2014-09-12;cz;MSO CZ;;;;;;;;;;;
R1409133;MeoStar R2 2.5-15x56 RD;2014-09-12;2014-09-12;pl;MSO CZ;;;;;;;;;;;
R1415749;MeoStar R2 2.5-15x56 RD;2014-09-12;2014-09-12;pl;MSO CZ;;;;;;;;;;;
R1410592;MeoStar R1r 3-12x56 RD;2014-09-11;2014-09-13;cz;MSO CZ;;;;;;;;;;;
R1319175;MeoStar R1r 3-12x56 RD;2014-08-26;2014-09-13;cz;MSO CZ;;;;;;;;;;;
R1320267;R1r 3-12x56 RGD;2014-08-20;2014-09-14;cz;MSO CZ;;;;;;;;;;;
R1406878;MeoStar R2 2.5-15x56 RD;2014-09-12;2014-09-15;cz;MSO CZ;;;;;;;;;;;
R1413213;MeoStar R1r 3-12x56 RD;2014-08-18;2014-09-15;cz;MSO CZ;;;;;;;;;;;
R1406442;MeoStar R1r 3-12x56 RD;2014-08-19;2014-09-15;cz;MSO CZ;;;;;;;;;;;
134267;MeoStar B1 7x50;2014-09-15;2014-09-16;cz;MSO CZ;;;;;;;;;;;
R1417428;MeoStar R2 2.5-15x56 RD;2014-08-25;2014-09-16;cz;MSO CZ;;;;;;;;;;;
R1412279;MeoStar R1r 3-12x56 RD;2014-09-16;2014-09-16;cz;MSO CZ;;;;;;;;;;;
R1410925;R1r 3-12x56 RGD;2014-09-15;2014-09-16;cz;MSO CZ;;;;;;;;;;;
R1413083;MeoStar R1r 3-12x56 RD;2014-08-20;2014-09-16;cz;MSO CZ;;;;;;;;;;;
141696;MeoStar B1 8x56;2014-09-16;2014-09-17;cz;MSO CZ;;;;;;;;;;;
134488;MeoStar B1 10x50;2014-09-16;2014-09-17;cz;MSO CZ;;;;;;;;;;;
